content,score
"Kecewa Abis Ama Gofoodnya Pesen Set 3 Ampe Jam 4 Blom Di Anter, Inisiatif Ke Restonya Lngsung Ninggalin Kerjaan, Inisiatif Buat Resto"" Nyari Gojeknya Dulu Jangan Nunggu Pesenan Siap. BUKTI SS PESANAN ADA DI GALERI",1
tepat waktu penjemputan yach,5
memudahkan kemana aja,5
makanan tengah malam,5
praktis,5
"akhir"" ini slalu mendapatkan driver yg kurang memuaskan. Selain jarak tempuh yg jauh (padahal yg Deket & lewat depan mata banyak), juga kendaraan jadul yg kurang nyaman..apalagi yg terakhir, ada beberapa polisi tidur diterjang saja. ku gkkan kasih rating rendah ke driver tapi langsung ke aplikasi nya saja..so sorry, mungkin benar saran temen"", sudah saatnya ku mengutamakan aplikasi lain yg terkenal baik & lebih murah pelayanannya.",1
Nice,5
bagus,5
"mahal banget,makin kesini makan kerasa ongkir nya",1
tanpa ribet jalan jauh..😁😁👍🏻 ada gojek jmput dpan rumah..antar sampai tujuan.,5
"cepat, aman dan ramah...",5
mantep,5
mantaap,5
sangat membantu,5
mantap lah gojek ini,5
👍,5
sangat membantu,5
BUAT APA LIMIT GOPAY LETER BESAR TAPI TIDAK BISA DI PAKAI CICILAN TIDAK PERNAH TELAT MALAH TIDAK BISA DI PAKAI AKHIRNYA GANTI LAZADA DAN SHOPIE BISA DI PAKAI CICILAN,1
Bintang 4 dulu. Kalo lancar + lebih keren lagi baru bintang 5. Hahaa,4
"Pelayanan semakin buruk, Pesan gofood sudah nunggu hampir 1 jam tiba2 di batalin krn ga dapat driver Pesan gomart jg ga ada driver yang bersedia ngambil padahal jarak kurang dr 1 Km 👎🏻",1
dicancel mulu ama driver,1
payah kalo udah ujan di kasih driver nya jauh jauh udah gitu Driver nya gak ada yang mau ambil orderan nya ujung ujung kita yang harus cancel order abis itu di kasih notif ama gojek nya terlalu bayak mengcancel akun anda bisa di nonaktifkan kan lucu yah,1
pelayan cs parah baru juga saya make gopay simpan saldo akunnya tiba tiba kekunci ga jelas gojek,1
🙏,5
sangat membantu,4
sangat cocok sekali dengan aplikasi ini dan driver Mudah didapat dan perjalanan lancar,5
"mungkin lagi kurang beruntung kali ya aku, udah top up pake VA tapi masuknya setelah ½ jam padahal mau langsung pesen gofood 🥲, agak kecewa sih",5
good lebih murah lagi,5
"pesen gocar biasa aja ac nggak di hidupin malah kdg buka jendela,kita bayar tapi kayak numpang gratis.",1
keren sangat membantu terimakasih,5
good aplication,5
top,5
Jelek,1
good,5
👍👍👍,5
"Assalamu Alaikum kak saya mau tanya ,kenapa saldo gopay premium tidak bisa transfer ke gopay lain yang belum premium,saya ingin nonaktifkan akun gopay yang premium ini ,tapi saldone masih sedikit,alasannya saya mau pakai gopay satunya lagi,,tolong kak di tunjukan caranya transfer dan nonaktifkan akun,terima kasih",2
lebih praktis dan gak ribet,5
"Terimakasih, kemaren sempat uninstal karena ada kesulitan masalah login, sekarang nampak nya sudah lebih baik. Semoga akan selalu lebih baik ke depannya..",5
Ok,5
Di sortir lagi itu resto2 yang suka batalin dah nunggu2 lama malah dibatalin sama GOMART kalo gk jelas sistemnya mending di ilangin aja itu aplikasinya gak jelas lama2 GOJEK bukannya bagus malah rada2,1
susah,2
Paling. Cepat dan murah,5
"saya beli makan driver sudah buat makan nya di teriam tapi saya blm trima makan nya, mau laporin susah ngk sistem nya chat nya kata kata nya sudah mereka buat sendiri dan oarah nya soluso nya telepon driver nya udh saya telepon tapi ngk di anagkat mau",3
oke,4
payah sekarang Gopay Sudah Top Up tapi tidak bisa dipakai,2
👍,5
"kesel bgt ga sinkron otomatis saldo di app gopay sama app gojek,keterangan di app gopay udah masuk,tapi app gojek saldo masil kosong... bad experience bgt,masalahnya mau dipake cepet,eh sama aja nunggu sinkron dulu,TAIK.....",1
"driver lama, pesanan ga diantara, lambat mending pindah ke aplikasi sebelah, pelayanan cepat ga kayak d sini, nyesel pakai aplikasi ini👎👎",1
"saya nunggu makanan sudah sejam tidak dapat driver, ntah karna ongkir murah atau apa. pdhal jarak antar dekat. awalnya hujan dan ketika reda pun cukup lama dpt drivernya. setidaknya klo memang diluar dri estimasi harusnya bisa di cancle yaa. makin lama buruk pelayanannya.",1
keren luarbiasa mantap,5
tepat,5
mantap,5
beruntung jaman sekarang ada aplikasi gojek,5
"aplikasinya erorr terus alasanya internet mati mati, padahal kuota banyak sinyal bagus bagaimana mana ini min",2
Thanks udah banyak membantu keperluan.,5
aplikasi error keluar masuk sendiri,1
"udah bbrpa hari mau gofood batall, ongkos kirim lebih mahal dr makanan. ongkos kirim juga di naikin baru promo bisa di pakai. Harusnya jika pelanggan makin sering pakai bukan makin mahal. Dan kenapa tidak bisa ngechat resto ketika pesanan tidak sesuai klo TidaK resto yg chat duluan ? tolong jg terapkan wajib driver bwa helm untuk penumpang. kadang driver hanya pakai helm untuk kepalnya saja tanpa memikirkan penumpang.",1
"percuma punya menu, tapi gabisa dipake.. Very NOT RECOMMENDED!! ke GRAB ato Maxim aja",1
mantap,5
ok,5
sangat bagus,5
"makin bobrok aplikasi ini, titik jmput sampe 3km kadang 4jm, nganter 1/2 km, argo 7200/8000",1
"Dunia terasa sempit mau kemana aja ada gojek tinggal jari bergerak,muncullah gojek ayo ...naik gojeg aja.",5
Ok,5
mantap,5
jika memesan dengan gojek comfort justru yang datang malah kebalikannya terkadang motor dan plat nomor yang datang berbeda dengan yang di tampilkan pada pesanan di aplikasi..,3
aplikasinya mantap...sekali,1
bagus,5
KENAPA APLIKASI GO TAGIHAN EROR MELULU???😡😡😡👎👎,2
gooooood,5
mantap,5
"ongkirnya kemahalan, auto uninstal.",1
Pengantaran pesanannya cepat.. dan pesanan sy juga dlm utuh ndk rusak,5
Jempol pokoknya,5
sangat membantu,5
ok,5
aman dan nyaman,5
terimakasih degan ada nya gojek sy jadi mudah,5
"opsi transportasi terbaik, simple menarik",5
good,5
Pelayanan is ok,5
"perhatian dicari driver gojek Bernama Hendro dia sudah nyolong dua hp teman saya ""waspada motif driver gojek nyelesaiin target!! antar Gratis!!""",1
di cancel terus mending hapus aja ini aplikasi GO-CAR. ORANG LAGI PERLU 5 kali Cancel,1
"minta tolong belikan sekalian kirim, terima kasih driver 👍👍👍👍👍",5
oke,5
"driver kondisikan lagi , kadang kalo yg judes kek merasa gmna gt ke cs nya . Sama kadang org nya ga sesuai mohon di koreksi lg",1
Sangat membantu dan harga yang terjangkau murah. terima kasih gojek atas bantuan nya!,5
top markotop,5
mantap,5
untuk menit nya kalo telat kok gak lanjut menit berikut nya malahan berhenti,5
ok,5
tolong potongan ke driver jgn sadis. kasian,3
mantap cui..,5
"maaf developer saya susah lama g pakai gojek pas saya mau login masa harus verifikasi wajah biasanya tidak pernah ada dan masa percobaan hanya 5 kali tolong dong developer saya ingat pin nya masa harus ada verified wajah tolong dong developer gimana,jangan pakai verifikasi wajah jadi tidak bisa masuk ke beranda nya",2
pengiriman cepat anjir,5
selalu terbantu,5
bagus,5
cepat dan aman,5
"bagus bgt asli,, tapi tambahin diskon nya dongg",4
aplikasinya tidak sulit memudahkan dan drivernya baik baik,5
sangat di butuhkan n menyenangkan,5
mantap,5
terbaiks,5
kecewa berat sama driver driver gocar saya di cancel terus berkali-kali saya stop pakai apklikasi ini,1
sangat baikk,5
bagus,5
"semua serba lambat. driver kereta,gofood. gak rekomen pakai app ini mending grab jauh lebih baik dan ga kikir promo",1
"cman kadang"" sya gak dpat driver untuk gofood nya ap lagi pas jm 8 mlam keatas",4
aman dan nyaman,5
sebel banget skrng gojek ga jelas drivernya ga dikasih maps apa gimana ya pesen makan udah berapa kali susah banget kyanya para driver nemu alamatnya. padahal sebelumnya gampang2 aja,3
pernah mesen dateng nya cukup lama,1
download game ojek online biarin bisa jadi pegawai gojek,5
Ok Mantabs,5
peaen go food lama banget pdhal kata nya pesanan di antar express tpi udah 40 menit lebih masih stuck di 23 menit ( telat),1
okeee,5
mantab,5
"hari ini saya mesan makanan sudah 1 jam lebih tidak ada driver. helpchat nya tidak berguna, help center juga tidak berguna. tidak ada option apa apa yang bisa memperbaiki atau mempercepat, pesanan tidak bisa dicancel.",1
kenapa si harus pake Poto dulu.. download,3
oke,5
aplikasi kocak gjls suka error,1
good job,5
aplikasi yang sangat bagus,5
Gak bisa di cancel,1
"Tolong dong di tertibkan lagi driver2 yang curang, Kita langganan satu resto, disana ga ada kang parkirnya tapi tiap2 drivernya terang2n minta uang parkir, bukan tentang 1000 ato 2000 nya, tapi tentang menipunya ini yang aduh.... Tolong dong di ingetin lagi tentang kejujuran. ga ada tanggapan terus dr pihak Gojek nya",1
Tingkatkan,5
mantap 👍,5
drivernya ga ada yg betul,1
setiap ada iklan gojek pasti harus masuk aplikasinya.,1
makasih,5
oke,5
"lumayan kokk, cuman kalo di menu makanan kurang lengkap ajaa ~ terus kalau pakai alamat rumah kadang suka nyasar map nya hshs jadi suka di complain in sama abang abangnya huhu tp gk pp gojek udah good bft menurutku best deh bintang 5, terimakasih gojek walayfun kendala di map :) 🩷",5
force close,1
oke lah,3
mantap,5
"cepat, aman dan murah.",5
ok,5
"kecewa pas update yg terbaru ,malah iklan muncul ...",3
gud,5
"apk gojek nya bagus, cuma sekedar info aja klo yg mau pakek gopinjam mending gag usah, telat sehari doang, orang penagihan nya astaghfirullah, segitu cm telat sehari doang penagihannya udah kaya telat berbulan bulan, spam chat bgd, gimana itu klo yg berbulan2 galbay, serem bgd x ya,",2
min apa bisa biaya kirim nya dikurangin sedikit? T_T aku pesan es krim harga promo nya 12.9k eh pas di co jadi 25k 😓,4
gacor,4
mantap,5
praktis,5
sangat membantu,5
okok,5
praktis banget,5
"baru kali ini kecewa,sy kasih bintang 1 dlu krn sistem blm oke, sy psen yang prioritas 2x psen gocar, dapet driver tp tbtb hilang dg sendirinya ntah aplikasinya/dr drivernya di batalkan krna tdk ada ket, wlw pun di daerah sy cukup sedikir driver gocar namun sblmnya pun sy di daerah yg ramai driver tp kenapa selalu banyak cancel an secara sepihak atau tbtb hilang tnp cancelan. pdhl sampe nunggu 1jam ga dpt wlw dpet batal terus kecewa bgt dg driver & pada sistapilkasi tanpa notif pembataln",1
oklah...pokoknya,5
Pas Sesuai kebutuhan,5
good,5
ok pelayanannya,5
bagus banget,5
best 👌,5
"bagus,dan mantep + simple dalam memesan",5
cukup baik,5
sangat membantu,5
"sangat memudahkan utk bprgian,driver yg ramah dan murah .tingkatkan terus kualitas nya berikan yg terbaik utk penumpang",5
"makin lama gojek makin mahal. padahal setiap pagi selalu naik gojek, tp gak ada promo sama sekali. sekalinya ada promo cuman 500 perak. dan kalaupun ada promo yang per% nan nya besar malah bayarnya hrus lewat bank BCA, BRI,DANA dll. sementara gak semua orang simpan uang di bank dan dana. kalau pun ada yang punya dana,gak semua orang punya dana. dan disaat lagi hari besar, harga gojek malah makin mahal. padahal kalau hari besar gitu harusnya diskonnya lebih besar dari hari biasanya.",1
"penjemputan cepat gak lama nunggu,drivernya ramah...",5
sangat membantu..,5
mantaaap,5
good aplikasi,5
Bagus menyetirnya halus.,5
driver ramah dan baik🙏😇💪,5
god apk,5
ramah dan tepat waktu serta sopan,5
"sangat membantu, semoga tidak mengecewakan kedepannya.",5
semoga semua yg dipesan drvernya sama baik,5
kenyamanan,4
total transaksi 15 rb + ongkir 15rb gopay saya 24 rb waktu saya top up 10 rb kok malah biaya ongkir jdi 25 rb ? pdahal ga ganti lokasi.. Aplikasi Rusak,1
mantap,5
sangat puas,5
selalu bisa diandalkan saat dibutuhkan,5
Mantap,5
pelayanan bagus,4
mantap,5
"pke ongkir express, ttp aja datang nya 1 jam",1
gopay kurang ajar. seenaknya bekukan saldo orang dan gak bisa kembali lagi. awas temen temen sewaktu saldo kamu akan di bekukan sepihak dan hilang gak kembali lagi,1
cepat aman nyaman,5
sy kasih bintang 3dulu karena sy blm pernah pakai aplikasi ini klu bagus sy tambah lagi,3
benar benar bagus,5
bagus,5
ok sekali,5
dipermudah,5
biar bintang yg berbicara,5
aplikasinya bagus,5
lebih banyak diskon lagi🤭🤭🤭,5
tolong setiap gojek ada uang kembalian. entAh itu pagi siang malem .. tapi menurut saya . sering klau pagi GK ada uang kembalian..,5
gak suka,1
oke,4
"no hp hilang lupa sandi,, kirim otp pemulihan sandi di kirim ke no hp??? (situ waras) ... buat apa artinya foto ktp wajah selfi yg,,, klo gx digunakan!!! makanya tengok apk dana.. lupa sandi bisa dipulihkan dng selfi (kelar) no hp hilang bisa dipulihkan dng selfi (kelar).... gua bilangin klo bikin apk tuh jng terlalu ribet konsumen... duit gua nyantol gx bisa di tarik...",1
tidak rekomend,1
"pake gofood yg di gojek ini ga tau aku doang apa ada yg bermasalah sama tapi maaf ya untuk pemberian diskon resto/ voucher gratis ongkir kek ga guna. order makanan di resto terdekat niatnya biar menghemat budget malah tekor krna ga ada voucher resto/ gratis ongkir yg bisa di pakai, mau pakai ada aja syarat nya suruh pake akun bank ini lah itulah tambah belanjaan smpe 300k untuk dapat mengunakan voucher lah, nyusahin. beda sama apk sebelah yg seminimal apapun order stidknya dpt grtis ongkir",3
good,5
Baik,5
"GOFOOD ~ Nasi Bakar MoMo, Kebon Jeruk, Kedoya ~ GAK JELAS ~ NIPU ~ PESANAN pake bungkus PAPERLUNCH yang BERBAYAR dikirim STEROFOAM yg gratisan 🤣🤣 pesanan 13 Bungkus tapi yg di ganti cuma 1 bungkus sama Go-Jek 🤣🤣🤣 PENJUAL & APLIKATOR ternyata KEDUANYA NIPU 🤣🤣🤣",1
sanggat membantuh sekali akun ini,5
ok,5
kirim orderan ke pelanggan dengan go send sangat membantu dalam bisnis saya. terima kasih go jek,5
oke,5
percuma langanan go jek plus ongkir gofood tetap mencekik kayak gak ada rasanya gak kayak dulu,2
apa-apaan go food nya beli makan harga 30k ongkirnya 50k,1
keren,5
sangat membantu sekali,5
good,1
jaya selalu,5
"kecewa Ama sikap driver marah"" ga jelas",1
brmanpaat,5
bener banyak kekurangan mulai dari pesen makannnya ngk siap siap aneeh emang,1
smoga ga di tipu,5
Hapus fitur doble order🔥,5
sangat membantu sekali🗿👍,5
ok,5
aplikasi BOBROK kenyamanan buat driver dan customer tuh di jaga masa ia gerimis (BUKAN HUJAN) aja susah dapet driver. bener bener BOBROK nih gojek,1
bagus,5
"inovasi mantap,..👍semoga kedepan semakin mantap. jika lebih baik kedepan rutenya di upgrade biar lebih akurat dengan visual maps versi gojek, jadi lebih transparan sampai tujuan.",4
apknya tidak optimal di hp Samsung,1
sangat membantu..... aku percaya gojek....,5
bayar nya 2x lipat dengan alasan jam ramai dsb padahal di hp yang lain dengan tujuan yang mirip harga normal,1
udh plus down grade hhhha gmn gopay,2
Njay,5
cepat ramah,5
cukup bagus,4
ga pernah dapat voucher 🥺,4
bagus banget,5
"jelek banget gojek sekarang, susah dapat driver",1
"KALO LAGI HUJAN TOLONG LAH PERBAIKI SISTEM NYA, MASA MENCARI DRIVER SAMPE 1JAM 20MENIT BELUM DAPET TERUS. UDAH BAYAR MAHAL, DRIVER GAK DAPET².",1
"apk gendeng ga ada angin ga ada ujan tb"" transaksi sendiri",1
tidak buruk,3
ga ada fitu buat rating resto gofood ?,2
"yang bener lah, masa bisa bisanya calon istri gw mesen di batalin terus, jadi badmood tuh, udah gini siapa coba yang mau ngehibur hah",1
sangat puas dg layanan gojek sesuai dg harapan konsumen,5
"sudah hampir 10x saya order makanan gak pernah ada yang mau nganterin padahal banyak driver di lokasi makanyanya apa gara"" aku kemaren kasih reting bintang 1 yah??? tapi gak boong sih orng pelayananya kaya gtu coba",1
Tolong Dong Buat Gojek/GoRide nya.. Jangan Ambil Yg Jauh2.. Lama Nunggu nya..,4
LELET BANGET WOT JARINGAN PADAHAL LANJAY MALAH TIDAK TERHUBUNG TULISANNYA,1
pesan gosen sudah 1 jam tidak ada driver,1
✅✅✅,5
iklan ini menggann,1
nice,5
Termakasih membantu sekali,5
good,5
puas,5
"pesan go food dengan estimasi awal 30-40 menit lalu tulisannya telat, sudah nunggu hampir 1,5 jam tiba-tiba di batalkan oleh aplikasi. padahal posisi sudah lapar. sudah dua kali mengalami hal ini. mohon di perbaiki!",1
sangat membantu aktivitas,5
cepat sampai ke tujuan,5
"terlalu lama mencari drivernya sudah menunggu 2 jam , kalau tidak dapat driver kenapa ga langsung dibatalkan otomatis biar tidak lama menunggu!!!!!!!!!!!!!!!!",1
scr global memuaskan kdg ada driver yg krg menyenangkan tp 1 diantara 10,5
selalu pembatalan driver,1
sering cancel,3
"belakangan dapet driver posisi jauh dari titik jemput, terutama kalau jarak antar dekat, posisi driver relatif lebih dekat ke tujuan antar daripada titik jemput. aneh",3
terbaik,5
"penjemputan cepat, driver ramah.",4
trima kasih gojek saya butuh kalian sewaktu2 ada acara sy bisa hubungi kalian sehat selalu yaaa,5
tolong kinerjanya di perbaiki mesen makanan dari tadi belum sampai² padahal memakai argo normal bukan 5000 tetap saja lama pengantaran ya,1
baik,5
pesen gofood nunggunya 1 jam lebih,1
"driver yg gamau ngambil orderan dgn via cash bner” brengs3k !!!, di bali segitu banyaknya driver tapi gaada yg mau nerima orderan saya, sudah sekitar 50-2 jam cuma buat nunggu driver tpi gaada yg minat ngambil orderan sy pdhal bkn orderan gaib. tolong pihak Go-Jek di awasi lagi untuk driver sprti ini cm buat citra Gojek rusak !!!!",1
"sekarang makin kesini makin gilaa, udh nunggu 2jam gak dapat driverrr!!!! diwa in sama penjuallll nyaaa katanya dia jg rugiiii udah dimasakin nunggu driver datang tp gak dapat² driver!!!! buat pemilik gojek jgn cuman nyari untunggg!!! pikirin jg pedagang, bikin aturan kok suruh nyiapin makanan dlu kalo dh siap baru dicarikan driver lah kalo kaya gini gimana???? siapa yg tanggung jwb , penjuall rugi, dan pembeli udh kelaparan nunggu 2jam !!!!!!!",1
josss,5
aplikator kapitalis.... kasian parah driver kena ampasnya... masa potongan lebih gede di banding pendapatan driver. dulu masih ingat potongan 20% sekarang driver cuma dapat 40% aja sedangkan potongan 60% gila bener...,1
lama dpt driver,1
"Jujur kecewa banget sama fitur gomart, karena beli bahan yang lagi dibutuhkan ternyata stock di toko gaada. Harusnya kalo emang stocknya kosong ya gausah bisa ditambahkan. Ini sering terjadi, di app ada tapi di tokonya gaada. Mana gabisa diganti dengan produk sejenis yang beda merk. Buang buang waktu dan tidak membantu. Kapok gamau lagi pake fitur gomart. Please bisa diperbaiki hal seperti ini, secara real time ketersediaan stock dengan yang di app. Karena buat apa jadinya beli tapi gaada semua.",1
bagus,5
mudah mau kemana2,5
best,5
sangat membantu...👍👍👍,5
keren,5
"Tolong lebih diperbaiki layanan costumer servicenya, saya kalau komplain mengenai makanannya dan nunggu konfirmasi agennya lama. kalau agennya muncul juga diminta untuk foto kembali, tapi masalahnya, di saya tidak bisa kirim foto cuman ada opsi kirim pesan saja, opsi kirim gambar hanya bisa saat masih operator gojek minta foto di awal. Saat agennya muncul untuk meminta konfirmasi foto, tidak bisa mengirim gambar, hanya pesan saja. Akhirnya keluhan saya di tutup karena tidak bisa kirim bukti foto",2
